Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,sentence,data_eligible,matched_locations,translated_sentence_en,matched_locations_en
17,17,17,"कविता प्रतियोगिता मात्र होइन, हाजिरी जवाफ प्रतियोगितामा समेत जिल्लामा कसैले उनलाई उछिन्न सक्दैनथ्यो",Yes,['जिरी'],"Not only poetry competitions, but no one in the district could surpass him in quiz competitions.",['Jiri']
18,18,18,०३७ सालतिर उनले ‘सरस्वती बन्दना’ शीर्षकमा कविता लेखेका थिए,Yes,['सरस्वती'],"Around 2037 BS, he wrote a poem with the title 'Saraswati Bandana'.",['Saraswati']
19,20,20,"सीबीआईका दुई टोली समेत झण्डै आधा दर्जन छानवीन समिति बनाएर पनि दोषी लुक्न पाउनुमा, नेमकिपाका अध्यक्ष नारायणमान विजुक्छेले दावा गरे जस्तै ‘सरकारले नै दोषी लुकाएको’ शंका हुने नै भयो",Yes,"['दावा', 'नारायण']","Despite the creation of nearly half a dozen investigation committees, including two teams from the CBI, the fact that the culprit is still able to hide raises suspicions, as claimed by Narayan Man Bijukchhe, chairman of Nemkipa, that the government itself is hiding the culprit.","['Dawa', 'Narayan']"
20,21,21,"झण्डै उस्तै, काजी नारायण श्रेष्ठको घुर्कीको फिर्ती जस्तै",Yes,['नारायण'],"Almost the same, like the return of Kaji Narayan Shrestha's threat.",['Narayan']
21,22,22,त्यहाँभित्र दावानल छ,Yes,['दावा'],There is wildfire inside.,['Dawa']
22,23,23,"सीबीआईका दुई टोली समेत झण्डै आधा दर्जन छानवीन समिति बनाएर पनि दोषी लुक्न पाउनुमा, नेमकिपाका अध्यक्ष नारायणमान विजुक्छेले दावा गरे जस्तै ‘सरकारले नै दोषी लुकाएको’ शंका हुने नै भयो",Yes,"['दावा', 'नारायण']","Despite the creation of nearly half a dozen investigation committees, including two teams from the CBI, the fact that the culprit is still able to hide raises suspicions, as claimed by Narayan Man Bijukchhe, chairman of Nemkipa, that the government itself is hiding the culprit.","['Dawa', 'Narayan']"
23,24,24,"झण्डै उस्तै, काजी नारायण श्रेष्ठको घुर्कीको फिर्ती जस्तै",Yes,['नारायण'],"Almost the same, like the return of Kaji Narayan Shrestha's threat.",['Narayan']
24,25,25,त्यहाँभित्र दावानल छ,Yes,['दावा'],There is wildfire inside.,['Dawa']
25,26,26,पोखरा,Yes,['पोखरा'],Pokhara,['Pokhara']
26,27,27,उक्त ट्रफी शनिबार विहान पोखरा ल्याइपुर्याइएको थियो,Yes,['पोखरा'],The trophy was brought to Pokhara on Saturday morning.,['Pokhara']
27,28,28,आईसीसी ट्रफी पोखरा रंगशालामा आयोजना गरिएको पीपीएलको मैदानमा प्रदर्शनमा राखिएको थियो,Yes,"['मैदान', 'पोखरा']",The ICC trophy was placed on display at the PPL ground organized at Pokhara Stadium.,"['Maidan (Field)', 'Pokhara']"
28,29,29,इलाम र पाँचथर जिल्लाका विभिन्न सीमावर्ती क्षेत्रबाट प्याराग्लाइडिङको परीक्षण उडान सफल भएको छ,Yes,['इलाम'],The test flight of paragliding has been successful from various border areas of Ilam and Panchthar districts.,['Ilam']
29,30,30,"प्याकेज १ अन्तर्गत आयोजनाको मुख्य बाँध र नदी फर्काउनका लागि अस्थायी बाँध निर्माणका लागि भारतको जयप्रकाश एशोसियट्स लिमिटेड, सोङदा कर्पोरेशन/कालिका कन्ट्रक्सन जेभी, एससीसी डोकास इन्ट्रिगेडेड, चाइना गेजुवा ग्रुप लिमिटेड र सीएमसी डी रेभेना इटालीले प्रतिस्पर्धामा भाग लिने पाउनेछन्",Yes,['कालिका'],"Under Package 1, Jai Prakash Associates Limited of India, Songda Corporation/Kalika Construction JV, SCC Dokas Intergrated, China Gezuwa Group Limited, and CMC D Ravenna Italy will be eligible to participate in the competition for the construction of the main dam and the temporary dam for diverting the river.",['Kalika']
30,31,31,आयोजनाबाट उत्पादन हुने बिजुली तनहुँको दमौलीबाट ३९ किलोमिटर लामो २२० केभी प्रसारणलाइनको निर्माण गरी भरतपुर पुर्याइनेछ,Yes,['भरतपुर'],The electricity produced by the project will be transported from Damauli in Tanahun to Bharatpur through the construction of a 39 km long 220 kV transmission line.,['Bharatpur']
31,32,32,पक्राउ पर्नेमा जोरपाटी बस्ने सिन्धुली दुधौली नगरपालिका–५ का २२ वर्षीय तेज अधिकारी र दोलखा झ्याकु गौरीशंकर गाउँपालिका–४ का ३४ वर्षीय बिक्रम तामाङ रहेका छन्,Yes,['गौरीशंकर'],"The arrested are Tej Adhikari, 22, of Sindhuli Dudhauli Municipality-5, residing in Jorpat, and Bikram Tamang, 34, of Dolakha Jhyaku Gaurishankar Rural Municipality-4.",['Gauri Shankar']
32,33,33,पक्राउ पर्नेमा जोरपाटी बस्ने सिन्धुली दुधौली नगरपालिका–५ का २२ वर्षीय तेज अधिकारी र दोलखा झ्याकु गौरीशंकर गाउँपालिका–४ का ३४ वर्षीय बिक्रम तामाङ रहेका छन्,Yes,['गौरीशंकर'],"The arrested are Tej Adhikari, 22, of Sindhuli Dudhauli Municipality-5, residing in Jorpat, and Bikram Tamang, 34, of Dolakha Jhyaku Gaurishankar Rural Municipality-4.",['Gauri Shankar']
33,34,34,नारायणकाजी श्रेष्ठ पनि प्रचण्डको रणनीतिको घेराभित्र अटाएनन्,Yes,['नारायण'],Narayan Kaji Shrestha was also not included within Prachanda's circle of strategies.,['Narayan']
34,35,35,नारायणकाजी श्रेष्ठ पनि प्रचण्डको रणनीतिको घेराभित्र अटाएनन्,Yes,['नारायण'],Narayan Kaji Shrestha was also not included within Prachanda's circle of strategies.,['Narayan']
35,36,36,त्यस्तै तत्कालीन पर्यटन मन्त्री जीवनबहादुर शाही र जीतेन्द्रनारायण देव तथा वर्तमान पर्यटन मन्त्री रविन्द्र अधिकारीले अनियमित तरिकाबाट जहाज खरिद प्रक्रिया अगाडि बढ्दा पनि विभागीय मन्त्रीको रूपमा बहाल रहेको अवस्थामा यथेष्ठ सतर्कता नअपनाएको देखिँदा उनीहरूले नैतिक जिम्मेवारी लिनुपर्ने र कानुनसम्मत कारबाही गर्न पनि सम्बद्ध निकायलाई निर्देशन दिएको छ,Yes,['नारायण'],"Similarly, the then Minister of Tourism, Jeevan Bahadur Shahi and Jitendra Narayan Dev, as well as the current Minister of Tourism, Rabindra Adhikari, even though the process of purchasing the ship was moved forward in an irregular manner, it seems that they did not exercise sufficient caution while in office as departmental ministers, so they should take moral responsibility, and the concerned agency has also been instructed to take action in accordance with the law.",['Narayan']
36,37,37,पक्राउ पर्नेमा दैलेख गुराँस गाउँपालिका–२ बस्ने ३६ वर्षीय कमलबहादुर खत्री र कञ्चनपुर पुनर्बास गाउँपालिका–४ बस्ने २० वर्षीय हरि ढकाल रहेका छन्,Yes,['कञ्चनपुर'],"Those arrested are Kamal Bahadur Khatri, 36, of Dailekh Guras Rural Municipality-2, and Hari Dhakal, 20, of Kanchanpur Punarbas Rural Municipality-4.",['Kanchanpur']
37,38,38,पक्राउ पर्नेमा दैलेख गुराँस गाउँपालिका–२ बस्ने ३६ वर्षीय कमलबहादुर खत्री र कञ्चनपुर पुनर्बास गाउँपालिका–४ बस्ने २० वर्षीय हरि ढकाल रहेका छन्,Yes,['कञ्चनपुर'],"Those arrested are Kamal Bahadur Khatri, 36, of Dailekh Guras Rural Municipality-2, and Hari Dhakal, 20, of Kanchanpur Punarbas Rural Municipality-4.",['Kanchanpur']
38,40,40,नारायणहिटीमा बन्धक बनेको शासकीय अधिकार आफ्नै हातमा फिर्ता ल्याए,Yes,['नारायण'],He brought back the governing power that was held captive in Narayanhiti into his own hands.,['Narayan']
39,42,42,नारायणहिटीमा बन्धक बनेको शासकीय अधिकार आफ्नै हातमा फिर्ता ल्याए,Yes,['नारायण'],He brought back the governing power that was held captive in Narayanhiti into his own hands.,['Narayan']
40,43,43,"कार्यक्रमको सिलसिलामा बिहीबार भरतपुर पुगेका प्रचण्डले विमानस्थलमा सञ्चारकर्मीसँग सङ्क्षिप्त कुराकानी गर्दै भने, “भेनेजुएलाको राजनीतिक संकटका बारेमा सचिवालय र सरकारको वक्तव्य आइसकेको छ, व्यक्तिको प्रतिक्रियाको कुनै अर्थ छैन",Yes,['भरतपुर'],"During a brief conversation with journalists at the airport on Thursday on the occasion of the program, Prachanda, who had arrived in Bharatpur, said, ""The secretariat and the government have already issued statements about the political crisis in Venezuela, the reaction of the individual has no meaning.",['Bharatpur']
41,44,44,"कार्यक्रमको सिलसिलामा बिहीबार भरतपुर पुगेका प्रचण्डले विमानस्थलमा सञ्चारकर्मीसँग सङ्क्षिप्त कुराकानी गर्दै भने, “भेनेजुएलाको राजनीतिक संकटका बारेमा सचिवालय र सरकारको वक्तव्य आइसकेको छ, व्यक्तिको प्रतिक्रियाको कुनै अर्थ छैन",Yes,['भरतपुर'],"During a brief conversation with journalists at the airport on Thursday on the occasion of the program, Prachanda, who had arrived in Bharatpur, said, ""The secretariat and the government have already issued statements about the political crisis in Venezuela, the reaction of the individual has no meaning.",['Bharatpur']
42,45,45,"” 
देवघाट",Yes,['देवघाट'],"""",['Devghat']
43,46,46,"बिहीवार बिहान यस समाचारलाई नागरिक, राजधानी, गोरखापत्र, अन्नपूर्ण पोस्ट तथा कान्तिपुरले महत्त्वका साथ प्रकाशित गरे",Yes,['गोरखा'],"On Thursday morning, this news was published prominently by Nagarik, Rajdhani, Gorkhapatra, Annapurna Post, and Kantipur.",['Gorkha']
44,47,47,नागरिक तथा राजधानीले सात कोलममा ब्यानर समाचार बनाए भने गोरखापत्र र पोस्टले चार कोलमको मुख्य समाचार बनाए,Yes,['गोरखा'],"Nagarik and Rajdhani made it a banner news in seven columns, while Gorkhapatra and Post made it the main news in four columns.",['Gorkha']
45,49,49,” मुलुकमा गणतन्त्र आउनुअघि नारायणहिटी दरबारमाथि जहाज तथा हेलिकोप्टर उडानमा प्रतिबन्ध लगाइएको थियो,Yes,['नारायण'],"""Before the advent of the republic in the country, flights of ships and helicopters were banned over the Narayanhiti Palace.",['Narayan']
46,50,50,गणतन्त्र स्थापनापछि नारायणहिटी छाडेर राष्ट्रपति भवनमाथि उड्न प्रतिबन्ध लगाइएको हो,Yes,['नारायण'],"After the establishment of the republic, the ban was imposed on flying over the presidential palace after leaving Narayanhiti.",['Narayan']
47,51,51,"पश्चिमतर्फ जाँदा भने सीतापाइला, मैजु (मनमैजु), टोखा, थानकोटलगायत स्थान यथावत राखिएका छन्",Yes,['टोखा'],"When going west, places like Sitapaila, Maiju (Manamaiju), Tokha, and Thankot are kept as they are.",['Tokha']
48,52,52,” मुलुकमा गणतन्त्र आउनुअघि नारायणहिटी दरबारमाथि जहाज तथा हेलिकोप्टर उडानमा प्रतिबन्ध लगाइएको थियो,Yes,['नारायण'],"""Before the advent of the republic in the country, flights of ships and helicopters were banned over the Narayanhiti Palace.",['Narayan']
49,53,53,गणतन्त्र स्थापनापछि नारायणहिटी छाडेर राष्ट्रपति भवनमाथि उड्न प्रतिबन्ध लगाइएको हो,Yes,['नारायण'],"After the establishment of the republic, the ban was imposed on flying over the presidential palace after leaving Narayanhiti.",['Narayan']
50,54,54,"पश्चिमतर्फ जाँदा भने सीतापाइला, मैजु (मनमैजु), टोखा, थानकोटलगायत स्थान यथावत राखिएका छन्",Yes,['टोखा'],"When going west, places like Sitapaila, Maiju (Manamaiju), Tokha, and Thankot are kept as they are.",['Tokha']
51,55,55,ताप्लेजुङको कन्चनजङ्घा आसपास केन्द्रबिन्दु भएर आज ४.६ रिक्टर स्केलको भूकम्प गएको छ,Yes,[ 'ताप्लेजुङ'],An earthquake of 4.6 Richter scale has occurred today centered around Kanchanjunga in Taplejung.,['Taplejung']
52,56,56,गोरखा भूकम्पछि निरन्तर परकम्प गइरहेका छन्,Yes,['गोरखा'],Aftershocks are continuing after the Gorkha earthquake.,['Gorkha']
53,57,57,विसं २०७२ वैशाख १२ को ७.६ रिक्टर स्केलको गोरखा भूकम्पपछि हालसम्म ५१० परकम्प गएको केन्द्रले जनाएको छ,Yes,['गोरखा'],"The center said that so far 510 aftershocks have occurred after the 7.6 Richter scale Gorkha earthquake on April 12, 2072 BS.",['Gorkha']
54,58,58,मेलम्ची आयोजनालाई एउटा सचिवले बन्धक बनाएर राख्दा समेत सरकार टुलुटुलु हेरेर बसेको पोस्टको भनाइ छ,Yes,['मेलम्ची'],The Post said that the government remained watching silently even when a secretary held the Melamchi project hostage.,['Melamchi']
55,59,59,बरु गोरखापत्रले सरकारको समर्थनमा राखेको अडान स्पष्ट छ,Yes,['गोरखा'],"Rather, Gorkhapatra's position in support of the government is clear.",['Gorkha']
56,60,60,गोरखापत्र आफ्नो सम्पादकीयमा कुनै प्रकारले अलमलमा परेको देखिदैन,Yes,['गोरखा'],Gorkhapatra does not appear to be confused in any way in its editorial.,['Gorkha']
57,61,61,ललितपुरको नख्खुस्थित एनसेल प्रालिको गेटमा विष्फोट हुँदा एक जनाको मृत्यु र दुईजना घाइते भएपछि सरकार विप्लवविरुद्ध आक्रामक बन्न लागेको हो,Yes,['ललितपुर'],"The government is about to become aggressive against Biplab after one person died and two were injured in an explosion at the gate of Ncell Pvt. Ltd. in Nakhkhu, Lalitpur.",['Lalitpur']
58,62,62,उच्च स्रोतका अनुसार ललितपुरमा गराइएको विष्फोटमा विप्लवकै आफन्तको संलग्नता रहेको हुनसक्ने निष्कर्ष प्रहरीले निकालेको छ,Yes,['ललितपुर'],"According to high sources, police have concluded that Biplab's relatives may have been involved in the Lalitpur explosion.",['Lalitpur']
59,63,63,"ललितपुरमा बम बोकेर विप्लवकै नातेदार आएको सूचना हामीलाई छ,” एक प्रहरी अधिकारीले भने",Yes,['ललितपुर'],"We have information that Biplab's relatives came with bombs in Lalitpur,"" said a police officer.",['Lalitpur']
60,64,64,ललितपुरको नख्खुस्थित एनसेल प्रालिको गेटमा विष्फोट हुँदा एक जनाको मृत्यु र दुईजना घाइते भएपछि सरकार विप्लवविरुद्ध आक्रामक बन्न लागेको हो,Yes,['ललितपुर'],"The government is about to become aggressive against Biplab after one person died and two were injured in an explosion at the gate of Ncell Pvt. Ltd. in Nakhkhu, Lalitpur.",['Lalitpur']
61,65,65,उच्च स्रोतका अनुसार ललितपुरमा गराइएको विष्फोटमा विप्लवकै आफन्तको संलग्नता रहेको हुनसक्ने निष्कर्ष प्रहरीले निकालेको छ,Yes,['ललितपुर'],"According to high sources, police have concluded that Biplab's relatives may have been involved in the Lalitpur explosion.",['Lalitpur']
62,66,66,"ललितपुरमा बम बोकेर विप्लवकै नातेदार आएको सूचना हामीलाई छ,” एक प्रहरी अधिकारीले भने",Yes,['ललितपुर'],"We have information that Biplab's relatives came with bombs in Lalitpur,"" said a police officer.",['Lalitpur']
63,67,67,ललितपुरको नख्खुमा रहेको एनसेल कार्यालयलाई लक्षित गरी बम विस्फोट गराएको आरोपमा नेत्रविक्रम चन्दकै पूर्वअंगरक्षक पक्राउ परेका छन्,Yes,['ललितपुर'],"Netra Bikram Chand's former bodyguard has been arrested on charges of bombing the Ncell office in Nakhkhu, Lalitpur.",['Lalitpur']
64,68,68,ललितपुरको नख्खुमा रहेको एनसेल कार्यालयलाई लक्षित गरी बम विस्फोट गराएको आरोपमा नेत्रविक्रम चन्दकै पूर्वअंगरक्षक पक्राउ परेका छन्,Yes,['ललितपुर'],"Netra Bikram Chand's former bodyguard has been arrested on charges of bombing the Ncell office in Nakhkhu, Lalitpur.",['Lalitpur']
65,69,69,पर्यटनमन्त्री रवीन्द्र अधिकारी चढेको हेलिकोप्टर ताप्लेजुङमा दुर्घटनामा परेको छ,Yes,[ 'ताप्लेजुङ'],The helicopter carrying Tourism Minister Rabindra Adhikari crashed in Taplejung.,['Taplejung']
66,70,70,पर्यटनमन्त्री रवीन्द्र अधिकारी चढेको हेलिकोप्टर ताप्लेजुङमा दुर्घटनामा परेको छ,Yes,[ 'ताप्लेजुङ'],The helicopter carrying Tourism Minister Rabindra Adhikari crashed in Taplejung.,['Taplejung']
67,71,71,एयर डाइनेष्टिको हेलिकोप्टर ताप्लेजुङमा दुर्घटना हुँदा पर्यटनमन्त्री रविन्द्र अधिकारीसहित सातजनाको मृत्यु भएको छ,Yes,[ 'ताप्लेजुङ'],"Seven people, including Tourism Minister Rabindra Adhikari, died when an Air Dynasty helicopter crashed in Taplejung.",['Taplejung']
68,72,72,एयर डाइनेष्टिको हेलिकोप्टर ताप्लेजुङमा दुर्घटना हुँदा पर्यटनमन्त्री रविन्द्र अधिकारीसहित सातजनाको मृत्यु भएको छ,Yes,[ 'ताप्लेजुङ'],"Seven people, including Tourism Minister Rabindra Adhikari, died when an Air Dynasty helicopter crashed in Taplejung.",['Taplejung']
69,73,73,"ताप्लेजुङको पाथीभरा नजिकै हेलिकोप्टर दुर्घटनामा मृत्यु भएका संस्कृति, पर्यटन तथा नागरिक उड्ययन मन्त्री रविन्द्र अधिकारीले अन्तिम सम्बोधनमा वर्तमान सरकार बनेपछि समृद्धिको यात्रामा अघि जान नदिनेहरु अत्तालिएको बताएका थिए",Yes,[ 'ताप्लेजुङ'],"Minister of Culture, Tourism, and Civil Aviation Rabindra Adhikari, who died in a helicopter crash near Pathibhara in Taplejung, said in his final address that those who would not let the journey of prosperity move forward after the current government was formed were agitated.",['Taplejung']
70,74,74,पोखरा,Yes,['पोखरा'],Pokhara,['Pokhara']
71,75,75,"ताप्लेजुङमा मंगलबार भएको हेलिकोप्टर दुर्घटनामा परी संस्कृति, पर्यटन तथा नागरिक उड्ययनमन्त्री रविन्द्र अधिकारीसहित सातजनाको मृत्यु भएको छ",Yes,[ 'ताप्लेजुङ'],"Seven people, including Minister of Culture, Tourism, and Civil Aviation Rabindra Adhikari, died in a helicopter crash in Taplejung on Tuesday.",['Taplejung']
72,76,76,प्रवेशिका उतीर्ण गर्नेबित्तिकै वनविज्ञान अध्ययन संस्थानमा भर्ना भएतापनि त्यसको केहि समयमै २०४२ सालमा पृथ्वीनारायण क्याम्पस पोखरामा अध्ययन गर्न थाले,Yes,"['पोखरा', 'नारायण']","Immediately after passing the entrance examination, he enrolled in the Institute of Forestry Science, but after some time, in 2042 BS, he started studying at Prithvi Narayan Campus, Pokhara.","['Pokhara', 'Narayan']"
73,77,77,पृथ्वीनारायण क्याम्पसबाटै अधिकारीको राजनीतिक जीवन सुरुवात भएको थियो,Yes,['नारायण'],Adhikari's political life started from Prithvi Narayan Campus.,['Narayan']
74,78,78,"२०४४ सालमा अनेरास्ववियु पृथ्वीनारायण क्याम्पस कमिटीको अध्यक्ष, २०४५ सालमा स्ववियु पृथ्वीनारायण क्याम्पस सदस्य, २०४५ सालमा नै अनेरास्ववियु कास्की जिल्ला कमिटी अध्यक्ष, २०४७ सालमा गण्डकी अन्चल अध्यक्ष तथा अनेरास्ववियु केन्द्रीय सदस्य र २०४९ सालमा पृथ्वीनारायण क्याम्पस पोखरा र २०५३ सालमा त्रिभुवन विश्वविद्यालय केन्द्रीय क्याम्पस किर्तीपुरमा स्ववियु सभापतिमा निर्वाचित भएका थिए",Yes,"['पोखरा', 'नारायण']","In 2044 BS, he was the Chairman of ANERASWWIU Prithvi Narayan Campus Committee, in 2045 BS, he was a member of SWWYU Prithvi Narayan Campus, in 2045 BS, he was the Chairman of ANERASWWIU Kaski District Committee, in 2047 BS, he was the Gandaki Zone Chairman and Central Member of ANERASWWIU, and in 2049 BS, he was elected SWWYU President at Prithvi Narayan Campus Pokhara and in 2053 BS at Tribhuvan University Central Campus Kirtipur.","['Pokhara', 'Narayan']"
75,79,79,०४६ सालको आन्दोलनको केन्द्र पोखरा थियो,Yes,['पोखरा'],Pokhara was the center of the movement of 046 BS.,['Pokhara']
76,80,80,०४६ को परिवर्तनपछि विद्यार्थी आन्दोलन रचनात्मक र बढ्ता शैक्षिक मुद्दामा केन्द्रित हुनुपर्छ भन्ने उनको विचार पृथ्वीनारायण क्याम्पसबाट सुरुवात भएको थियो,Yes,['नारायण'],His idea that the student movement should be constructive and focused more on educational issues after the change of 046 BS started from Prithvi Narayan Campus.,['Narayan']
77,81,81,"२०४५ सालमा पार्टीको संगठित सदस्यता, २०३९ पार्टीको रेडगार्ड अर्गनाइजेसनमा संगठित २०४० मा इलाका पार्टी कमिटी, २०४६–४७ मा पोखरा नगर कमिटी, २०४८ मा पार्टी जिल्ला कमिटी र त्यसपछि लगातार जिल्ला कमिटीमा उनी सक्रिय थिए",Yes,['पोखरा'],"In 2045 BS, he got the organized membership of the party, organized in the Red Guard Organization of 2039 BS, in 2040 in the Area Party Committee, in 2046-47 in the Pokhara Town Committee, in 2048 in the Party District Committee, and after that he was continuously active in the District Committee.",['Pokhara']
78,82,82,पोखरा,Yes,['पोखरा'],Pokhara,['Pokhara']
79,83,83,"ताप्लेजुङमा मंगलबार भएको हेलिकोप्टर दुर्घटनामा परी संस्कृति, पर्यटन तथा नागरिक उड्ययनमन्त्री रविन्द्र अधिकारीसहित सातजनाको मृत्यु भएको छ",Yes,[ 'ताप्लेजुङ'],"Seven people, including Minister of Culture, Tourism, and Civil Aviation Rabindra Adhikari, died in a helicopter crash in Taplejung on Tuesday.",['Taplejung']
80,84,84,प्रवेशिका उतीर्ण गर्नेबित्तिकै वनविज्ञान अध्ययन संस्थानमा भर्ना भएतापनि त्यसको केहि समयमै २०४२ सालमा पृथ्वीनारायण क्याम्पस पोखरामा अध्ययन गर्न थाले,Yes,"['पोखरा', 'नारायण']","Immediately after passing the entrance examination, he enrolled in the Institute of Forestry Science, but after some time, in 2042 BS, he started studying at Prithvi Narayan Campus, Pokhara.","['Pokhara', 'Narayan']"
81,85,85,पृथ्वीनारायण क्याम्पसबाटै अधिकारीको राजनीतिक जीवन सुरुवात भएको थियो,Yes,['नारायण'],Adhikari's political life started from Prithvi Narayan Campus.,['Narayan']
82,86,86,"२०४४ सालमा अनेरास्ववियु पृथ्वीनारायण क्याम्पस कमिटीको अध्यक्ष, २०४५ सालमा स्ववियु पृथ्वीनारायण क्याम्पस सदस्य, २०४५ सालमा नै अनेरास्ववियु कास्की जिल्ला कमिटी अध्यक्ष, २०४७ सालमा गण्डकी अन्चल अध्यक्ष तथा अनेरास्ववियु केन्द्रीय सदस्य र २०४९ सालमा पृथ्वीनारायण क्याम्पस पोखरा र २०५३ सालमा त्रिभुवन विश्वविद्यालय केन्द्रीय क्याम्पस किर्तीपुरमा स्ववियु सभापतिमा निर्वाचित भएका थिए",Yes,"['पोखरा', 'नारायण']","In 2044 BS, he was the Chairman of ANERASWWIU Prithvi Narayan Campus Committee, in 2045 BS, he was a member of SWWYU Prithvi Narayan Campus, in 2045 BS, he was the Chairman of ANERASWWIU Kaski District Committee, in 2047 BS, he was the Gandaki Zone Chairman and Central Member of ANERASWWIU, and in 2049 BS, he was elected SWWYU President at Prithvi Narayan Campus Pokhara and in 2053 BS at Tribhuvan University Central Campus Kirtipur.","['Pokhara', 'Narayan']"
83,87,87,०४६ सालको आन्दोलनको केन्द्र पोखरा थियो,Yes,['पोखरा'],Pokhara was the center of the movement of 046 BS.,['Pokhara']
